category,search_string,search_ranking,text
misc,at TJ MAXX #1021            ALLEN PARK   MI,3,"Recall: TJ Maxx, Marshalls and HomeGoods still sold dangerous ... Dec 2, 2019 ... Retailers TJ Maxx, Marshalls and HomeGoods sold dangerous products even 
after the items were recalled, according to the U.S. Consumer ..."
misc,at TJ MAXX #1021            ALLEN PARK   MI,4,"T.J.Maxx, Marshalls, HomeGoods Sold Recalled Goods - Consumer ... Dec 2, 2019 ... T.J.Maxx, Marshalls, and HomeGoods sold thousands of recalled products, 
Consumer Reports says. Legislation is being introduced that would ..."
dining,at DELHI HUT INDIAN CUISINE CANTON       MI,0,"Google Maps Find a place. Your location. Trails. Dedicated lanes. Bicycle-friendly roads. Dirt/
unpaved trails. Live traffic. Fast. Slow. 2000 km. Set depart & arrive time."
dining,at DELHI HUT INDIAN CUISINE CANTON       MI,1,"OpenTable: Restaurants Near Me - Apps on Google Play Book and enjoy extraordinary dining experiences in over 52,000 restaurants 
worldwide with the OpenTable App. Find the right restaurant for anything using 
our ..."
dining,at DELHI HUT INDIAN CUISINE CANTON       MI,2,"Google Maps Dedicated lanes. Bicycle-friendly roads. Dirt/unpaved trails. Live traffic. Fast. Slow
. 2 m. Set depart & arrive time. Route options. All traffic. Satellite. Terrain."
dining,at DELHI HUT INDIAN CUISINE CANTON       MI,3,"Uber Eats: Order Food Delivery - Apps on Google Play Find Food Options For Your Budget. Order food using the Uber Eats app now. 
Hungry? Order restaurant food easily with the Uber Eats app. Track your food ..."
dining,at DELHI HUT INDIAN CUISINE CANTON       MI,4,"Senior Discounts + Coupons Free - Apps on Google Play Seniors: save money at your favorite restaurants, grocery stores, movie theaters, 
and more with this free app! This is the most comprehensive guide to ..."
transportation,at MARATHON PETRO186247     DEARBORN     MI,0,"Boynton neighborhood rec center celebrates re-opening after ... Oct 30, 2018 ... The nearby Marathon Petroleum company donated $2 million to the renovations. 
Got a development news story to share? Email MJ Galbraith ..."
recurring,COMCAST,0,"Comcast acquires free streaming service Xumo | TechCrunch 2 days ago ... Comcast has acquired Xumo, a free, ad-supported streaming service with more 
than 190 channels. The service has a complicated ownership ..."
recurring,COMCAST,1,"Comcast acquires streaming service Xumo from the owner of ... 2 days ago ... Comcast is acquiring Xumo from Viant, the owner of Myspace, for an undisclosed 
sum. Xumo is an ad-supported free and paid over-the-top ..."
recurring,COMCAST,2,"Donald Trump Goes Off On Comcast: “They're The Racists” – Deadline 15 hours ago ... President Donald Trump went after Comcast during a White House meeting on 
empowering African Americans. During a meeting in the ..."
recurring,COMCAST,3,"Comcast to buy Xumo for ad-supported streaming service and ... 2 days ago ... Comcast can use Xumo's prime placement on smart TVs to market or showcase 
Xfinity and other Comcast services and can use its technology ..."
recurring,COMCAST,4,"Comcast gives up on buying 21st Century Fox assets and leaves ... Jul 19, 2018 ... Comcast has withdrawn its bid for 21st Century Fox, leaving Disney as the winner 
of the bidding war. It will instead focus its efforts on acquiring ..."
groceries,at 168 ASIAN MART           MADISON HEIGHMI,0,"12 Detroit area chefs share their favorite local dishes Jun 13, 2018 ... Favorite dish: Chinese lamb sandwich at 168 Asian Mart It's this little cafe in the 
back of an asian mart in Madison Heights, where they have this ..."
groceries,at 168 ASIAN MART           MADISON HEIGHMI,1,"大底特律區特殊超市- MTSA生活資料庫 2016年4月6日 ... 位於Novi的One World Market 日本超市可以說是同學最愛去的超市之一。 ... 位於
Madison Height 與Troy中間的168 Asian Mart可以說是大底特律 ..."
groceries,at 168 ASIAN MART           MADISON HEIGHMI,2,"An Eater's Guide to Detroit - Eater Detroit Jun 25, 2019 ... Culinarians readily take advantage of Michigan's incredible meat, produce, and 
... As far as Asian cuisine goes Madison Heights is a good bet. ... a whole lot of 
Vietnamese dining options and a big market, 168 Asian Mart."
groceries,at 168 ASIAN MART           MADISON HEIGHMI,3,"$16.8 million apartment complex planned for Banglatown as Detroit ... Jul 17, 2019 ... The city aims to leverage the neighborhood's green space and dozens of 
restaurants, retail stores and art galleries in the area to spur ..."
groceries,at 168 ASIAN MART           MADISON HEIGHMI,4,"Google Maps Find a place. Your location. Trails. Dedicated lanes. Bicycle-friendly roads. Dirt/
unpaved trails. Live traffic. Fast. Slow. Terms 2 m. Set depart & arrive time."
groceries,WESTBORN FRUIT MARKET,0,"MI-Fruit - Google My Maps Manhattan Market Place-Shelby Inc. Babylon Fruit Market. Hanna Fruit Market. 
Hanna Fruit Market. Three Sisters Market. Palm Fruit Market. Westborn Fruit ..."
groceries,WESTBORN FRUIT MARKET,1,"4 additional cases of measles confirmed in Oakland County Mar 21, 2019 ... One Stop Kosher Food Market: 25155 Greenfield Rd., Southfield ... Westborn 
Market: 27659 Woodward Ave., Berkley, 12:30 – 3:30 p.m."
groceries,WESTBORN FRUIT MARKET,2,"Creminelli in the Midwest (IL, OH, MI, IN, MN, KS) - Google My Maps Stores that carry Creminelli Fine Meats' artisan salami and all natural sausage in 
Illinois, Ohio, Michigan, Indiana, Minnesota and Kansas."
groceries,WESTBORN FRUIT MARKET,3,"McClure's Pickles - Google My Maps Plum Market. Plum Market. Plum Market. Westborn Market. Westborn Market. 
Westborn Market. Mandros Imported Foods. Western Fruit & Meat Market."
groceries,WESTBORN FRUIT MARKET,4,"Kanye West's 'Jesus Is King' Is Fake ChristianityaAt Its Finest Oct 26, 2019 ... The MAGA rapper's ninth studio album comes on the heels of his Sunday 
Services, and is a gospel-inspired effort that feels, well, uninspired."
groceries,KROGER #443,0,"Kroger - Apps on Google Play Looking for a faster, easier, more rewarding shopping experience? Save time 
and money with the Kroger app! It puts convenience, savings and rewards at your
 ..."
groceries,KROGER #443,1,"Kroger joins Walmart, asks shoppers not to openly carry guns in stores Sep 3, 2019 ... Kroger on Tuesday followed Walmart in asking shoppers not to openly carry guns 
in any of its stores, in states where ""open carry"" is allowed, ..."
groceries,KROGER #443,2,"Kroger will start selling longer-lasting avocados this week - CNN Sep 18, 2019 ... Santa Barbara, California (CNN Business) Kroger will start selling longer-lasting 
avocados to reduce waste and save money. This week the ..."
groceries,KROGER #443,3,"Kroger to bring driverless cars to grocery delivery Jun 28, 2018 ... Kroger is partnering with autonomous car company Nuro."
groceries,KROGER #443,4,"Kroger to lay off hundreds, amid questions about its turnaound plan Oct 2, 2019 ... Kroger is laying off hundreds of employees across the family of grocery stores it 
owns, a person familiar with the situation tells CNBC."
dining,at DETROIT PHO AND CRAB     WARREN       MI,0,"Where's the Map? Detroit Pho & Crab Restaurant. 26680 Dequindre Rd, Warren, MI 48091, United 
States -. a month ago. If you never had what youre ordering, dont order it!"
dining,at DETROIT PHO AND CRAB     WARREN       MI,1,"Google Maps 999 6th St, Traverse City, MI 49684, United States - ... We strive to serve nothing 
short of the best Detroit-Style pizza, Alec! ... Detroit Pho & Crab Restaurant."
dining,at DETROIT PHO AND CRAB     WARREN       MI,2,"Where's the Map? Local Guide. Detroit Pho & Crab Restaurant. 26680 Dequindre Rd, Warren, MI 
48091, United States -. 6 months ago. Amazing and worth the weight. reviewers."
dining,at DETROIT PHO AND CRAB     WARREN       MI,3,"Neal Sedgwick 4313 W 13 Mile Rd, Royal Oak, MI 48073, United States -. 7 months ... Detroit 
Pho & Crab Restaurant. 26680 Dequindre Rd, Warren, MI 48091, United States -."
dining,at DETROIT PHO AND CRAB     WARREN       MI,4,"William Gamble 210 S Old Woodward Ave, Birmingham, MI 48009, United States - ... Detroit Pho 
& Crab Restaurant. 26680 Dequindre Rd, Warren, MI 48091, United States -."
recurring,at Netflix.com              netflix.com  CA,0,"Netflix - Apps on Google Play Looking for the most talked about TV shows and movies from the around the 
world? They're all on Netflix. We've got award-winning series, movies, ..."
recurring,at Netflix.com              netflix.com  CA,1,"Netflix VR - Apps on Google Play Enjoy TV shows and movies, including award-winning Netflix original series, 
movies, and documentaries on Daydream-supported Android Devices. With 
Netflix ..."
recurring,at Netflix.com              netflix.com  CA,2,"How It Works - DVD Netflix Create your movie list and get Blu-rays and DVDs conveniently delivered to you 
with free shipping both ways."
recurring,at Netflix.com              netflix.com  CA,3,"Is Netflix Asking Users to Update Payment Information? Nov 15, 2019 ... Netflix is contacting users and telling them to update their payment information, or 
their accounts will be canceled."
recurring,at Netflix.com              netflix.com  CA,4,"netflix.com stops casting but continues playing on TV - Chromecast ... netflix.com stops casting but continues playing on TV. Hi! We've never really had 
any problems with the chromecast before, but in the last few weeks (and we ..."
dining,at TST* SHEEBA RESTAURANT - DEARBORN     MI,0,"top 10 largest arabic decor home ideas and get free shipping ... 7_ I am sitting at Sheeba, a restaurant in Dearborn, Michigan, and a waiter has 
just dropped off a volcanic clay pot of Yemeni stew called fahsah. As I blow on a ..."
dining,at TST* SHEEBA RESTAURANT - DEARBORN     MI,1,"Merge - Eating/Drinking - Gapers Block Dec 30, 2015 ... He's laid low since his Indiana farm dinner restaurant was shut down, but ... 
WBEZ's Curious City looks into which Lake Michigan fish are safe to eat, ... (
Tangentially related: Our own taste test of neon green relish.) ... tomorrow at the 
Kluczynski Federal Plaza, 230 S. Dearborn St. It runs 11am to 9pm Sept."
dining,TST  THE BUTCHER,0,"Butcher's BBQ & Brews: Downtown Des Moines barbecue restaurant ... Jun 3, 2019 ... The restaurant opened in downtown Des Moines in 2018 serving Texas-style 
smoked meats like brisket, ribs, chicken, pulled pork and ..."
dining,TST  THE BUTCHER,1,"Press Waffle Co. set to make Oklahoma debut | KFOR.com Press Waffle Co. set to make Oklahoma debut. by: K. Butcher. Posted: Jul 23, 
2019 / 09:46 AM CDT / Updated: Jul 23, 2019 / 11:21 AM CDT. Press Waffle Co."
dining,TST  THE BUTCHER,2,"Kobi Blocks Maple Edge Grain Butcher Block Wood Cutting Board ... Kobi Blocks Maple Edge Grain Butcher Block Wood Cutting Board 18 x 18 x 3 ... 
CAC China TST-20 Transitions 11-Inch Non-Glare Glaze Super White Porcelain
 ..."
dining,TST  THE BUTCHER,3,"Seventh Son Wan Chai - Tiny Urban Kitchen Mar 7, 2018 ... The Butcher's Club Burger Hong Kong » ... Ah Yat Harbour View Tsim Sha Tsui – 
Excellent Cantonese Food with a View February 11, 2020 ..."
dining,TST  THE BUTCHER,4,"Tay-K, Rapper Who Went Viral With 'The Race,' Is Found Guilty of ... Jul 19, 2019 ... Brian W. Butcher, a lawyer representing the families of Mr. Walker and two other 
alleged victims of Mr. McIntyre, said in a statement that civil ..."
prof dev,at SQ *BLACK BOX GALLERY    Dearborn HeigMI,0,"Old Super Kmart in Taylor gets something new | News ... Aug 25, 2018 ... ... the 450,000-square-foot building, as well as the 150,000-square-foot ... our 
employees, and it's in close proximity to our Dearborn campus.”."
prof dev,at SQ *BLACK BOX GALLERY    Dearborn HeigMI,1,"M&A soared in 2018; Autodesk, Hershey, Stryker closed notable deals Jan 30, 2019 ... Black Diamond Gathering Llc, Saddle Butte Rockies, Oil and Gas; Petroleum 
Refining, 625.0 ... Oaktree Capital Group LLC, The Square Towncentre Tallaght, 
Real ... Starwood Global Opportunity, One South Dearborn LLC, Real Estate; ... 
Arlington Capital Partners LP, Black Box-Fed Govt IT Svcs Bus ..."
prof dev,at SQ *BLACK BOX GALLERY    Dearborn HeigMI,2,"Latitude Longitude - Apps on Google Play Latitude and Longitude app for android allows you to get or share map 
coordinates of your current location. You can share gps coordinates in many 
ways using ..."
prof dev,at SQ *BLACK BOX GALLERY    Dearborn HeigMI,3,"Breaking the mold: A look inside Sterling Heights new $12m bank Oct 3, 2019 ... The design of the 40,000-square-foot building was inspired by the work ... A 
gallery (pictured above) provides another innovative gathering spot ..."
prof dev,at SQ *BLACK BOX GALLERY    Dearborn HeigMI,4,"Non-Profit and Government AI Client References » Adjusters ... ... 4230 Stansbury Association; 4455 Hazeltine Homeowners Association; 49 
Square ... Box & Lumber Company; Femco, Inc. - McPherson, KS; Fenn Horton, 
Esq. ... Hair Gallery - Golden, CO; Hair Headquarters - Solsville, NY; Hal Black ... 
Flint, MI; River Oaks Shopping Center - Dearborn Heights, MI; River Park 
Apartments ..."
dining,at BAR LOUIE DEARBORN MICHIGDEARBORN     MI,0,"Davon Hall Bar Louie - Dearborn. 22269 Michigan Ave, Dearborn, MI 48124, USA - ... Our 
hope at Bar Louie is to WOW you each and every time you are our guest."
dining,at BAR LOUIE DEARBORN MICHIGDEARBORN     MI,1,"Bar Louie files for bankruptcy, metro Detroit locations to remain open Jan 28, 2020 ... Bar Louie has filed for bankruptcy protection. ... Oak, Livonia, Dearborn, Clinton 
Township, Auburn Hills, Rochester, Novi and Ann Arbor. ... There are five 
franchise locations in Michigan that are not impacted by closures."
dining,at BAR LOUIE DEARBORN MICHIGDEARBORN     MI,2,"Where's the Map? 22905 Michigan Ave, Dearborn, MI 48124, United States -. a day ago. Kind of 
expensive, but it tasted great. I had a fruity smoothie while my partner enjoyed a ..."
dining,at BAR LOUIE DEARBORN MICHIGDEARBORN     MI,3,"Bar Louie files bankruptcy, closes location near Flint, Michigan Jan 28, 2020 ... Bar Louie has filed for bankruptcy, closed locations, including one in ... Auburn 
Hills, Clinton Township, Dearborn, Livonia, Novi, Rochester ..."
dining,at BAR LOUIE DEARBORN MICHIGDEARBORN     MI,4,"Mesfin Alemayehu 13736 Michigan Ave, Dearborn, MI 48126 -. 4 ... Bar Louie. 401 E Liberty St #200
, Ann Arbor, MI 48104 -. 6 months ago. reviewers. +."
dining,at WEST VILLAGE BAKERY      DEARBORN     MI,0,"Sister Pie Bakery Founder Lisa Ludwinski Is a 2019 James Beard ... Mar 27, 2019 ... Two Southeast Michigan chefs and restaurants have been named finalists ... 
Eater Young Gun Lisa Ludwinski of Detroit's West Village bakery ..."
dining,at WEST VILLAGE BAKERY      DEARBORN     MI,1,"An Eater's Guide to Detroit - Eater Detroit Jun 25, 2019 ... Culinarians readily take advantage of Michigan's incredible meat, ... and fresh 
pita bread at Dearborn's James Beard award-winning Al-Ameer Restaurant. ... 
new guard, don't miss West Village's irresistible bakery Sister Pie."
dining,at WEST VILLAGE BAKERY      DEARBORN     MI,2,"Detroit's Sister Pie named one of the best bakeries in the country Jan 7, 2019 ... A popular bakery in Detroit was featured in Thrillist's list of best ... West Village's 
Sister Pie made the list, the only bakery in Michigan to do so."
dining,at WEST VILLAGE BAKERY      DEARBORN     MI,3,"Profiles in taste: Meet Dearborn's farmers and artisans Jun 28, 2018 ... farmers market, dearborn. ... So the market has moved to its new location at West 
Village Commons Plaza off of Michigan Avenue starting this season. ... of one of 
the vendors that sell cakes and pastries into the coffee shop."
dining,at WEST VILLAGE BAKERY      DEARBORN     MI,4,"Calendar of Events for NY Area Families | NYMetro Parents 01, 2020, 3:30pm; Merkin Concert Hall; 127 W. 67th St., Upper West Side ... 
Central Library; 10 Grand Army Plaza, Prospect Heights; Young elementary; 
FREE ... The House of Fun will host a West Village pop-up with a variety of 
bounce ..."
misc,at WPY*Restore the Bottom Li866-819-1294 CA,0,"Who's Behind the 'BLS Weblearn' Credit Card Scam? — Krebs on ... Mar 31, 2014 ... It could lower your risk, but also gives a false sense of security. ... they still use a “
password reset” process that does not require you to respond to ... Perhaps they 
need to do some on line web learning on the subject of internet ... variously lists 
its offices in Massachusetts, California, Israel, Malta and London."
house,"at USA*MINUTE KEY, INC.     ALLEN PARK   MI",0,"Hurricane Andrew - Wikipedia Hurricane Andrew was a powerful and destructive Category 5 Atlantic hurricane 
that struck the Bahamas, Florida, and Louisiana in August 1992. It is the most 
destructive hurricane to ever hit Florida in terms of structures ... In Key Largo, a 13
-minute wind speed of 114 mph (183 km/h) was reported. Tropical storm force 
winds ..."
house,"at USA*MINUTE KEY, INC.     ALLEN PARK   MI",1,"Google Maps Find a place. Your location. Trails. Dedicated lanes. Bicycle-friendly roads. Dirt/
unpaved trails. Live traffic. Fast. Slow. 2000 km. Set depart & arrive time."
house,"at USA*MINUTE KEY, INC.     ALLEN PARK   MI",2,"Magic Earth Navigation & Maps - Apps on Google Play Find the best route to your destination even without an internet connection. Magic 
Earth uses OpenStreetMap data and a powerful search engine to offer you the ..."
house,"at USA*MINUTE KEY, INC.     ALLEN PARK   MI",3,"TNH's 50 Wealthiest Greeks in America 2019 List - The National ... Sep 5, 2019 ... Mrs. Gores, a Michigan native, has longstanding roots in the state and joins her 
husband's ... DeJoria has been quoted saying the key to success is to be 
prepared for rejection. ... was planning to build a nine-story, 181-unit building 
called One Park Place in Peekskill, NY. ... (Photo by Greg Allen/Invision/AP)."
house,"at USA*MINUTE KEY, INC.     ALLEN PARK   MI",4,"WGIL 93.7 FM & 1400 AM | Galesburg's News, Talk, & Sports Co-working spaces have become increasingly common in larger cities, but soon. 
... Will Stevenson hosted WGIL's Galesburg Live on Saturday, February 29. In.."
dining,at LA PITA DEARBORN         DEARBORN     MI,0,"La Pita, 22681 Newman Street, Dearborn, Michigan - Google Maps La Pita, 22681 Newman Street, Dearborn, Michigan. Connect to internet to see 
place info. Directions. Show map. Directions. Google Maps. Traffic Transit"
dining,at LA PITA DEARBORN         DEARBORN     MI,1,"Where's the Map? 32293 Ford Rd #1508, Garden City, MI 48135, United States -. 3 weeks ago ... La 
Pita. 22681 Newman St, Dearborn, MI 48124, United States -. a month ago."
dining,at LA PITA DEARBORN         DEARBORN     MI,2,"Denice Gudah Oo La La Doggie Spa ... 7177 W Q Ave, Kalamazoo, MI 49009, United States - ... 
La Pita. 22681 Newman St, Dearborn, MI 48124, United States -. 3 years ago."
dining,at LA PITA DEARBORN         DEARBORN     MI,3,"Dearborn and Downriver, MI restaurants - Google My Maps Dearborn, Dearborn Heights, Allen Park and nearby Downriver area 
independent restaurant favorites- no national chains. Greenfield Village and 
Henry Ford ..."
dining,at LA PITA DEARBORN         DEARBORN     MI,4,"An Eater's Guide to Detroit - Eater Detroit Jun 25, 2019 ... Culinarians readily take advantage of Michigan's incredible meat, ... and fresh 
pita bread at Dearborn's James Beard award-winning Al-Ameer Restaurant. ... 
contemporary Italian at La Rondinella and its sister pizzeria Supino."
misc,at BEST BUY      00014068   ALLEN PARK   MI,0,"2019 Academic All-Stars: Allen Park High School | News ... Jun 10, 2019 ... ... Signup · Submit Announcements · Heritage Archives · Where to Buy · Carrier 
Information · Place A Classified Ad ... The top eleven graduating seniors from 
Allen Park High School are ... College plans: University of Michigan - Ann Arbor 
... you only go to high school once and you should make the best of it."
misc,at BEST BUY      00014068   ALLEN PARK   MI,1,"Lincoln Park Museum to hold Leap Year Day 'Leap Into the Past ... 1 day ago ... After being closed for two months, the Lincoln Park Historical Museum reopens 
with a special event on Saturday, Feb. 29 — Leap Year Day."
misc,at BEST BUY      00014068   ALLEN PARK   MI,2,"Lincoln Park and Ecorse firefighters put out fire at Mexican ... May 13, 2019 ... A less than 2-year-old Mexican restaurant in Lincoln Park caught fire late in the 
evening May 12, prompting a response from two Downriver fire ..."
misc,at BEST BUY      00014068   ALLEN PARK   MI,3,"2019 Academic All-Stars: Melvindale High School | News ... Jun 10, 2019 ... ... Club, and DECA. College plans: University of Michigan-Ann Arbor ... Just do 
your best to have fun, because time really flies by. Entisar Yahia."
misc,at BEST BUY      00014068   ALLEN PARK   MI,4,"Southgate Anderson softball dominates Edsel Ford w/ PHOTO ... May 12, 2019 ... Buy Now. Natalie Knight of Southgate Anderson swings at a pitch during Friday's 
game at Edsel Ford. Knight and the Titans came away with a ..."
dining,at SALS PIZZA & CAFE        DEARBORN     MI,0,"Sal's Pizza & Restaurant, 710 Stewarts Ferry Pike, Nashville, TN ... Sal's Pizza & Restaurant, 710 Stewarts Ferry Pike, Nashville, TN. Connect to 
internet to see place info. Directions. Show map. Directions. Google Maps. Traffic"
dining,at SALS PIZZA & CAFE        DEARBORN     MI,1,"SAL'S SWAN SONG | The Restaurant Guy Sep 4, 2019 ... Reader Annie broke the news that Sal's Pizza at 900 North Milpas Street has 
closed. Here is a message posted on salssbpizza.com: “CIAO!"
dining,at SALS PIZZA & CAFE        DEARBORN     MI,2,"SAL'S PIZZERIA of Woodhaven 718-441-2606 Only the finest ingredients are used at Sal's. Stop by anytime and see for yourself. 
Taste our delicious pizza, or try a roll or calzone. Summer means Italian ices."
dining,at SALS PIZZA & CAFE        DEARBORN     MI,3,Sal's Pizza - Google My Maps Sal's Pizza.
dining,at SALS PIZZA & CAFE        DEARBORN     MI,4,"Famous Sal's Pizza & Italian Eatery, 14190 US-19, Hudson, FL ... Famous Sal's Pizza & Italian Eatery, 14190 US-19, Hudson, FL. Connect to 
internet to see place info. Directions. Show map. Directions. Google Maps. Traffic"
groceries,WHOLEFDS MDT #10,0,"Ignore the Critics, The Amazon / Whole Foods Deal Is Good for ... Jun 17, 2017 ... Ignore the Critics, The Amazon / Whole Foods Deal Is Good for Consumers ... for 
Medtronic's (MDT) diabetes treatment system, known as 670G."
groceries,WHOLEFDS MDT #10,1,"Green Chile War heating up between New Mexico and Colorado ... Posted: Jul 10, 2019 / 06:51 AM MDT / Updated: Aug 23, 2019 / 08:14 AM MDT ... 
that Pueblo chile will now be sold at Whole Foods in Colorado and a handful of ..."
groceries,WHOLEFDS MDT #10,2,"Amazon-Whole Foods Merger Could Be 'Category Killer' For Food ... Jun 16, 2017 ... The Amazon-Whole Foods deal would create a top-five grocer in the U.S., ... for 
Medtronic's (MDT) diabetes treatment system, known as 670G."
groceries,WHOLEFDS MDT #10,3,"Is Publix open? What about pharmacies? Buses? New Year's Eve ... Dec 30, 2019 ... Whole Foods Market: Check your location, but most South Florida locations will 
be open 8 a.m. to 9 p.m. New Year's Eve and 10 a.m. to 9 p.m. ..."
groceries,WHOLEFDS MDT #10,4,"Spend $10 at Whole Foods, Get $10 Amazon Prime Day Credit Amazon Prime Members: Shop Whole Foods and spend $10 between 7/3 - 7/16, 
and you'll get $10 in Amazon Prime ... By Emily | Jul 01, 2019 @ 1:20 PM MDT."
fun,at TRIANGLE PARTY STORE     DEARBORN HEIGMI,0,"Jake's Automotive 7454 Triangle Dr, Sterling Heights, MI 48314, USA Jake's Automotive 7454 Triangle Dr, Sterling Heights, MI 48314, USA. Connect to 
internet to see place info. Directions. Show map. Directions. Google Maps."
fun,at TRIANGLE PARTY STORE     DEARBORN HEIGMI,1,"Annapolis boys' basketball dominates Robichaud w/ PHOTO ... Jan 25, 2020 ... ... losses as they traveled to in-city rival Annapolis for a WWAC battle. ... Frank 
Wladyslawski covers sports from the Downriver and Dearborn ..."
fun,at TRIANGLE PARTY STORE     DEARBORN HEIGMI,2,"Hijabee - Women's Clothing Store in Dearborn Heights, Modest ... Women's Clothing Store in Dearborn Heights, Modest clothing, Islamic clothing, 
Scarves, ... Show this code at the store: ... This store has a wonderful selection."
fun,at TRIANGLE PARTY STORE     DEARBORN HEIGMI,3,"Knights of Columbus lounge, banquet hall closing in Dearborn Mar 5, 2019 ... A Dearborn staple known for its fish frys, live music, weddings, and ... He also 
held personal events at the hall, such as his retirement party from ..."
fun,at TRIANGLE PARTY STORE     DEARBORN HEIGMI,4,"YAMAHA AUTOGRAPH SIGNING IN DEARBORN TONIGHT ... Mar 14, 2016 ... WHERE: Rosenau Powersports, 24732 Ford Road, Dearborn Heights, MI 
PHONE: (313) 278-5000. WEB: www.RosenauPowersports.com."
misc,at GROUPON INC              GROUPON.COM  IL,0,"Groupon - Shop Deals, Discounts & Coupons - Apps on Google Play Download Groupon and save up to 70% on the things you need every day. Find 
great deals on all the best stuff to eat, see, and do near you and around the ..."
misc,at GROUPON INC              GROUPON.COM  IL,1,"Big Ten Network expands at Groupon HQ Jan 23, 2020 ... Developer Sterling Bay locked up long-term deals with the network and 
chocolate manufacturer Barry Callebaut at 600 W. Chicago Ave."
misc,at GROUPON INC              GROUPON.COM  IL,2,"Classifieds | Classified advertising | Chicago Reader Dec 26, 2019 ... JOBS Groupon, Inc. is seeking multiple Managers, Software Engineering & 
Engineering Managers in Chicago, IL to: develop, construct ..."
misc,at GROUPON INC              GROUPON.COM  IL,3,"Groupon shares surge 11% on report it may be seeking a buyer ... Jul 9, 2018 ... Chicago-based online discount company Groupon Inc. may be looking ... The 
Recode report says that Groupon executives and bankers on its ..."
misc,at GROUPON INC              GROUPON.COM  IL,4,"Are Groupon and Yelp looking at a deal? Sep 11, 2019 ... Groupon, whose sagging stock made it a target by an activist investor who 
wanted the company to consider a sale or massive share buyback, ..."
recurring,Spotify USA,0,"Virgin America And Spotify Team Up For Free Inflight Music Streaming Oct 20, 2015 ... Today, Virgin America announced a partnership with Spotify to give its customers 
free music ... Spotify USA (@SpotifyUSA) October 20, 2015."
recurring,Spotify USA,1,"Valentine's Day: Spotify says this John Legend song is most streamed Feb 13, 2020 ... Streaming giant Spotify also wants to help, releasing data on the most ... Spotify 
shared with USA TODAY that these songs also have seen ..."
recurring,Spotify USA,2,"Visit the USA, From High C to Shining Sea (With Spotify on Back-Up) Apr 23, 2018 ... Brand USA expands on music documentary with Spotify and emerging artists."
recurring,Spotify USA,3,"Spotify Premium Family Aug 19, 2019 ... Spotify® Premium Family Terms and Conditions. PLEASE ... The Spotify 
Premium Family subscription (the “Premium Family ... Spotify USA Inc."
recurring,Spotify USA,4,"States are imposing a Netflix and Spotify tax to raise money 5 days ago ... Half of the states in the U.S. have passed laws to tax subscriptions to digital 
streaming services like Netflix and Spotify to raise revenue, and ..."
dining,SQ  TASTE OF ETHIOPIA,0,"Piassa Restaurant & Mart - Aplikacionet në Google Play Piassa is Atlanta's finest Ethiopian restaurant that is built upon authentic 
traditional and cultural values of Ethiopia. From home made traditional drinks 
such as ..."
dining,SQ  TASTE OF ETHIOPIA,1,"Ethiopian Amharic Jokes - ኢትዮጵያዊ ቀልዶች Amharic Apps ... The app contains Amharic Jokes, that has the taste of Ethiopian Life. Its an 
Amharic Entertainment app, that has plenty of Ethiopian Jokes. Each Amharic 
Joke is ..."
dining,SQ  TASTE OF ETHIOPIA,2,"China's caffeine war: Fast-growing Luckin brews up a threat to ... Jul 24, 2018 ... Taste, convenience and environment were their top three priorities, more ... of 
quality, she says that it uses select arabica beans from Ethiopia."
dining,SQ  TASTE OF ETHIOPIA,3,"John Oliver Bakes Very Large Cake to Annoy Turkmenistan | Time Aug 12, 2019 ... John Oliver didn't report the news on Sunday night's episode of Last Week 
Tonight. Instead, he baked a very large cake."
dining,SQ  TASTE OF ETHIOPIA,4,"The Amazon Fires, As Seen From Space | Time Sep 6, 2019 ... The numbers are hideous: more than 57,500 fires have been set in the Brazilian 
portion of the Amazon in 2019; nearly 7,200 sq. mi. (18,700 sq."
house,at THE HOME DEPOT #6821     ALLEN PARK   MI,0,"Moulding - Moulding & Millwork - The Home Depot Get free 2-day shipping on qualified Moulding products or buy Building Materials 
department products today with Buy Online Pick Up in Store."
house,at THE HOME DEPOT #6821     ALLEN PARK   MI,1,"Man in 'serious condition' after shooting at crowded Home Depot May 3, 2019 ... The shooting happened at 145 Depot Drive in Hiram around 8:45 a.m. Friday. 
The Home Depot is one of businest in the metro area."
house,at THE HOME DEPOT #6821     ALLEN PARK   MI,2,"$5 Off Home Depot Coupons, Codes, + 20% Cash Back 2020 Top Home Depot promotion: 20% Cash Back on Home Decor, Furniture, & Small 
Appliances. 50 Home Depot coupons and promo codes for March. RetailMeNot ..."
house,at THE HOME DEPOT #6821     ALLEN PARK   MI,3,"GBI: Officer shoots at shoplifter trying to leave Home Depot in pickup ... Jul 23, 2019 ... CLAYTON COUNTY, Ga. — Channel 2 Action News has learned a shooting 
involving an officer at a local Home Depot started as a shoplifting ..."
house,at THE HOME DEPOT #6821     ALLEN PARK   MI,4,"Missouri Home Depot employee killed while transporting drywall in ... Jul 24, 2019 ... A Missouri Home Depot employee has died after the drywall he was transporting 
fell on top of him, police said."
prof dev,SQ  COMMON GRACE COFFE,0,"Garmin - Google My Maps Margarita & N. General Kearny, Teme ... CSU/San Marcos- Kellogg Cafe ... 
Coffee & Hageman - Bakersfield ... Coffee & Stockdale Hwy, Bakersfield."
